,date,temperature
173,2014-06-01,31.7
174,2014-06-01,13.3
175,2014-06-01,30.6
176,2014-06-01,20.0
177,2014-06-01,28.3
178,2014-06-01,21.1
179,2014-06-01,30.0
180,2014-06-01,19.4
181,2014-06-01,30.0
182,2014-06-01,20.0
183,2014-06-01,30.6
184,2014-06-01,31.7
185,2014-06-01,20.0
186,2014-06-01,30.6
187,2014-06-01,21.1
188,2014-06-01,30.0
189,2014-06-01,20.0
190,2014-06-01,26.1
191,2014-06-01,18.3
192,2014-06-01,30.6
193,2014-06-01,20.6
194,2014-06-01,30.6
195,2014-06-01,18.9
196,2014-06-01,37.2
197,2014-06-01,16.1
198,2014-06-01,39.4
199,2014-06-01,23.3
200,2014-06-01,41.1
201,2014-06-01,20.6
202,2014-06-01,25.6
203,2014-06-01,2.2
204,2014-06-01,38.9
205,2014-06-01,15.0
206,2014-06-01,40.0
207,2014-06-01,18.9
208,2014-06-01,41.7
209,2014-06-01,18.9
210,2014-06-01,33.3
211,2014-06-01,12.8
212,2014-06-01,39.4
213,2014-06-01,18.9
214,2014-06-01,26.7
215,2014-06-01,1.7
216,2014-06-01,38.9
217,2014-06-01,13.3
218,2014-06-01,28.3
219,2014-06-01,11.7
220,2014-06-01,35.0
221,2014-06-01,13.9
222,2014-06-01,31.7
223,2014-06-01,8.9
224,2014-06-01,27.2
225,2014-06-01,10.6
226,2014-06-01,39.4
227,2014-06-01,23.3
228,2014-06-01,25.0
229,2014-06-01,11.7
230,2014-06-01,40.6
231,2014-06-01,21.1
232,2014-06-01,32.2
233,2014-06-01,10.6
234,2014-06-01,38.9
235,2014-06-01,20.6
236,2014-06-01,39.4
237,2014-06-01,11.7
238,2014-06-01,37.2
239,2014-06-01,20.6
240,2014-06-01,38.9
241,2014-06-01,13.9
242,2014-06-01,33.3
243,2014-06-01,10.6
244,2014-06-01,34.4
245,2014-06-01,14.4
246,2014-06-01,35.0
247,2014-06-01,13.9
248,2014-06-01,37.8
249,2014-06-01,18.9
250,2014-06-01,31.1
251,2014-06-01,4.4
252,2014-06-01,39.4
253,2014-06-01,13.3
254,2014-06-01,38.9
255,2014-06-01,41.1
256,2014-06-01,21.1
257,2014-06-01,41.1
258,2014-06-01,23.9
259,2014-06-01,26.1
260,2014-06-01,-0.6
261,2014-06-01,35.6
262,2014-06-01,16.7
263,2014-06-01,41.7
264,2014-06-01,17.2
265,2014-06-01,26.1
266,2014-06-01,1.1
267,2014-06-01,39.4
268,2014-06-01,21.1
269,2014-06-01,29.4
270,2014-06-01,6.7
271,2014-06-01,42.8
272,2014-06-01,37.2
273,2014-06-01,19.4
274,2014-06-01,26.1
275,2014-06-01,11.1
276,2014-06-01,26.7
277,2014-06-01,10.6
278,2014-06-01,38.9
279,2014-06-01,18.3
280,2014-06-01,24.4
281,2014-06-01,6.1
282,2014-06-01,27.8
283,2014-06-01,7.8
284,2014-06-01,31.7
285,2014-06-01,19.4
286,2014-06-01,35.6
287,2014-06-01,16.7
288,2014-06-01,28.9
289,2014-06-01,12.2
290,2014-06-01,38.9
291,2014-06-01,26.1
292,2014-06-01,41.1
293,2014-06-01,23.9
294,2014-06-01,41.1
295,2014-06-01,23.3
296,2014-06-01,40.6
297,2014-06-01,24.4
298,2014-06-01,28.3
299,2014-06-01,7.2
300,2014-06-01,38.3
301,2014-06-01,12.8
302,2014-06-01,31.7
303,2014-06-01,8.3
304,2014-06-01,37.2
305,2014-06-01,11.7
306,2014-06-01,22.2
307,2014-06-01,31.1
308,2014-06-01,13.3
309,2014-06-01,38.3
310,2014-06-01,9.4
311,2014-06-01,31.7
312,2014-06-01,11.7
313,2014-06-01,34.4
314,2014-06-01,21.1
315,2014-06-01,40.6
316,2014-06-01,19.4
317,2014-06-01,32.2
318,2014-06-01,11.7
319,2014-06-01,41.1
320,2014-06-01,23.3
321,2014-06-01,35.0
322,2014-06-01,12.8
323,2014-06-01,35.6
324,2014-06-01,15.0
325,2014-06-01,33.3
326,2014-06-01,11.1
327,2014-06-01,39.4
328,2014-06-01,21.1
329,2014-06-01,40.0
330,2014-06-01,22.2
331,2014-06-01,28.9
332,2014-06-01,6.1
333,2014-06-01,32.8
334,2014-06-01,8.3
335,2014-06-01,33.9
336,2014-06-01,5.6
337,2014-06-01,33.9
338,2014-06-01,9.4
339,2014-06-01,31.1
340,2014-06-01,9.4
341,2014-06-01,40.6
342,2014-06-01,22.2
343,2014-06-01,42.2
344,2014-06-01,20.0
345,2014-06-01,39.4
346,2014-06-01,22.2
347,2014-06-01,38.3
348,2014-06-01,21.1
349,2014-06-01,40.0
350,2014-06-01,21.7
351,2014-06-01,39.4
352,2014-06-01,21.1
353,2014-06-01,31.1
354,2014-06-01,7.2
355,2014-06-01,37.2
356,2014-06-01,21.7
357,2014-06-01,37.8
358,2014-06-01,15.0
359,2014-06-01,39.4
360,2014-06-01,13.9
361,2014-06-01,31.1
362,2014-06-01,7.2
363,2014-06-01,29.4
364,2014-06-01,13.9
365,2014-06-01,36.7
366,2014-06-01,17.2
367,2014-06-01,34.4
368,2014-06-01,15.6
369,2014-06-01,31.1
370,2014-06-01,7.8
371,2014-06-01,30.0
372,2014-06-01,4.4
373,2014-06-01,22.8
374,2014-06-01,6.1
375,2014-06-01,28.9
376,2014-06-01,10.6
377,2014-06-01,42.2
378,2014-06-01,21.1
379,2014-06-01,31.7
380,2014-06-01,12.2
381,2014-06-01,40.0
382,2014-06-01,16.7
383,2014-06-01,39.4
384,2014-06-01,18.9
385,2014-06-01,37.8
386,2014-06-01,18.9
387,2014-06-01,41.1
388,2014-06-01,20.0
389,2014-06-01,37.2
390,2014-06-01,12.2
391,2014-06-01,37.2
392,2014-06-01,13.9
393,2014-06-01,26.7
394,2014-06-01,10.0
395,2014-06-01,32.2
396,2014-06-01,1.1
397,2014-06-01,38.3
398,2014-06-01,15.6
399,2014-06-01,38.9
400,2014-06-01,15.0
401,2014-06-01,37.2
402,2014-06-01,14.4
403,2014-06-01,27.2
404,2014-06-01,14.4
405,2014-06-01,41.1
406,2014-06-01,21.1
407,2014-06-01,41.1
408,2014-06-01,22.8
409,2014-06-01,37.8
410,2014-06-01,16.1
411,2014-06-01,25.0
412,2014-06-01,18.9
413,2014-06-01,27.2
414,2014-06-01,20.6
415,2014-06-01,27.8
416,2014-06-01,21.1
417,2014-06-01,27.8
418,2014-06-01,19.4
419,2014-06-01,26.7
420,2014-06-01,19.4
421,2014-06-01,28.9
422,2014-06-01,18.9
423,2014-06-01,29.4
424,2014-06-01,20.6
425,2014-06-01,27.8
426,2014-06-01,20.6
427,2014-06-01,25.0
428,2014-06-01,19.4
429,2014-06-01,25.6
430,2014-06-01,18.9
431,2014-06-01,23.9
432,2014-06-01,22.2
433,2014-06-01,27.2
434,2014-06-01,20.6
435,2014-06-01,27.8
436,2014-06-01,20.6
437,2014-06-01,28.3
438,2014-06-01,18.9
439,2014-06-01,26.7
440,2014-06-01,16.7
441,2014-06-01,26.7
442,2014-06-01,20.0
443,2014-06-01,27.8
444,2014-06-01,20.6
445,2014-06-01,28.9
446,2014-06-01,20.0
447,2014-06-01,26.1
448,2014-06-01,20.0
449,2014-06-01,26.7
450,2014-06-01,20.0
451,2014-06-01,26.1
452,2014-06-01,19.4
453,2014-06-01,30.6
454,2014-06-01,21.1
455,2014-06-01,27.8
456,2014-06-01,20.6
457,2014-06-01,26.1
458,2014-06-01,20.0
459,2014-06-01,26.7
460,2014-06-01,20.6
461,2014-06-01,26.1
462,2014-06-01,20.6
463,2014-06-01,27.8
464,2014-06-01,20.0
465,2014-06-01,28.9
466,2014-06-01,21.1
467,2014-06-01,29.4
468,2014-06-01,20.0
469,2014-06-01,30.6
470,2014-06-01,21.7
471,2014-06-01,27.2
472,2014-06-01,17.8
473,2014-06-01,28.3
474,2014-06-01,17.8
475,2014-06-01,25.6
476,2014-06-01,20.0
477,2014-06-01,27.8
478,2014-06-01,17.8
479,2014-06-01,28.9
480,2014-06-01,17.8
481,2014-06-01,27.8
482,2014-06-01,18.9
483,2014-06-01,27.2
484,2014-06-01,18.9
485,2014-06-01,28.3
486,2014-06-01,20.6
487,2014-06-01,26.1
488,2014-06-01,21.1
489,2014-06-01,21.7
490,2014-06-01,19.4
491,2014-06-01,31.1
492,2014-06-01,19.4
493,2014-06-01,31.1
494,2014-06-01,20.6
495,2014-06-01,27.8
496,2014-06-01,20.0
497,2014-06-01,23.9
498,2014-06-01,18.3
499,2014-06-01,26.7
500,2014-06-01,17.2
501,2014-06-01,28.3
502,2014-06-01,20.0
503,2014-06-01,29.4
504,2014-06-01,20.0
505,2014-06-01,29.4
506,2014-06-01,19.4
507,2014-06-01,25.6
508,2014-06-01,19.4
509,2014-06-01,27.8
510,2014-06-01,17.8
511,2014-06-01,26.7
512,2014-06-01,18.9
513,2014-06-01,29.4
514,2014-06-01,20.0
515,2014-06-01,30.0
516,2014-06-01,20.0
517,2014-06-01,25.6
518,2014-06-01,20.0
519,2014-06-01,29.4
520,2014-06-01,19.4
521,2014-06-01,28.3
522,2014-06-01,20.6
523,2014-06-01,26.7
524,2014-06-01,18.9
525,2014-06-01,27.8
526,2014-06-01,18.3
527,2014-06-01,26.1
528,2014-06-01,20.6
529,2014-06-01,27.8
530,2014-06-01,21.7
531,2014-06-01,27.8
532,2014-06-01,20.0
533,2014-06-01,31.1
534,2014-06-01,21.1
535,2014-06-01,26.1
536,2014-06-01,21.1
537,2014-06-01,27.8
538,2014-06-01,20.0
539,2014-06-01,30.0
540,2014-06-01,19.4
541,2014-06-01,28.3
542,2014-06-01,20.6
543,2014-06-01,29.4
544,2014-06-01,16.7
545,2014-06-01,28.9
546,2014-06-01,19.4
547,2014-06-01,27.2
548,2014-06-01,20.0
549,2014-06-01,28.3
550,2014-06-01,20.6
551,2014-06-01,27.8
552,2014-06-01,20.0
553,2014-06-01,28.3
554,2014-06-01,18.3
555,2014-06-01,28.3
556,2014-06-01,20.6
557,2014-06-01,27.2
558,2014-06-01,18.3
559,2014-06-01,28.3
560,2014-06-01,20.0
561,2014-06-01,27.2
562,2014-06-01,19.4
563,2014-06-01,26.1
564,2014-06-01,20.6
565,2014-06-01,28.3
566,2014-06-01,21.7
567,2014-06-01,26.7
568,2014-06-01,20.0
569,2014-06-01,26.1
570,2014-06-01,18.9
571,2014-06-01,30.6
572,2014-06-01,20.6
573,2014-06-01,25.6
574,2014-06-01,18.9
575,2014-06-01,30.0
576,2014-06-01,21.1
577,2014-06-01,31.7
578,2014-06-01,12.8
579,2014-06-01,29.4
580,2014-06-01,15.0
581,2014-06-01,27.2
582,2014-06-01,12.2
583,2014-06-01,30.6
584,2014-06-01,13.3
585,2014-06-01,33.9
586,2014-06-01,13.9
587,2014-06-01,30.6
588,2014-06-01,15.6
589,2014-06-01,32.2
590,2014-06-01,7.2
591,2014-06-01,32.2
592,2014-06-01,16.7
593,2014-06-01,35.0
594,2014-06-01,16.1
595,2014-06-01,28.9
596,2014-06-01,7.8
597,2014-06-01,20.0
598,2014-06-01,8.9
599,2014-06-01,31.1
600,2014-06-01,6.1
601,2014-06-01,23.3
602,2014-06-01,3.9
603,2014-06-01,19.4
604,2014-06-01,3.9
605,2014-06-01,42.8
606,2014-06-01,19.4
607,2014-06-01,23.3
608,2014-06-01,-5.0
609,2014-06-01,40.0
610,2014-06-01,20.6
611,2014-06-01,22.2
612,2014-06-01,0.0
613,2014-06-01,28.9
614,2014-06-01,14.4
615,2014-06-01,26.7
616,2014-06-01,3.9
617,2014-06-01,34.4
618,2014-06-01,14.4
619,2014-06-01,27.8
620,2014-06-01,5.0
621,2014-06-01,20.6
622,2014-06-01,6.7
623,2014-06-01,25.6
624,2014-06-01,7.8
625,2014-06-01,28.9
626,2014-06-01,3.9
627,2014-06-01,32.2
628,2014-06-01,3.3
629,2014-06-01,26.7
630,2014-06-01,5.6
631,2014-06-01,22.8
632,2014-06-01,4.4
633,2014-06-01,23.3
634,2014-06-01,7.8
635,2014-06-01,26.1
636,2014-06-01,9.4
637,2014-06-01,24.4
638,2014-06-01,3.9
639,2014-06-01,37.8
640,2014-06-01,17.2
641,2014-06-01,23.3
642,2014-06-01,16.1
643,2014-06-01,31.1
644,2014-06-01,9.4
645,2014-06-01,33.3
646,2014-06-01,15.0
647,2014-06-01,32.2
648,2014-06-01,11.7
649,2014-06-01,30.0
650,2014-06-01,12.2
651,2014-06-01,27.2
652,2014-06-01,8.3
653,2014-06-01,35.0
654,2014-06-01,13.3
655,2014-06-01,23.9
656,2014-06-01,14.4
657,2014-06-01,25.6
658,2014-06-01,13.9
659,2014-06-01,31.1
660,2014-06-01,10.6
661,2014-06-01,44.4
662,2014-06-01,24.4
663,2014-06-01,32.2
664,2014-06-01,28.3
665,2014-06-01,9.4
666,2014-06-01,32.8
667,2014-06-01,13.9
668,2014-06-01,24.4
669,2014-06-01,2.2
670,2014-06-01,28.9
671,2014-06-01,6.1
672,2014-06-01,28.9
673,2014-06-01,6.7
674,2014-06-01,38.3
675,2014-06-01,25.0
676,2014-06-01,30.0
677,2014-06-01,13.3
678,2014-06-01,33.9
679,2014-06-01,12.2
680,2014-06-01,41.1
681,2014-06-01,24.4
682,2014-06-01,33.9
683,2014-06-01,13.3
684,2014-06-01,30.6
685,2014-06-01,13.3
686,2014-06-01,31.7
687,2014-06-01,11.1
688,2014-06-01,29.4
689,2014-06-01,17.8
690,2014-06-01,35.6
691,2014-06-01,13.9
692,2014-06-01,26.7
693,2014-06-01,7.8
694,2014-06-01,17.2
695,2014-06-01,6.7
696,2014-06-01,26.1
697,2014-06-01,11.1
698,2014-06-01,34.4
699,2014-06-01,14.4
700,2014-06-01,32.2
701,2014-06-01,11.7
702,2014-06-01,26.1
703,2014-06-01,12.8
704,2014-06-01,22.8
705,2014-06-01,11.1
706,2014-06-01,30.6
707,2014-06-01,8.9
708,2014-06-01,26.7
709,2014-06-01,3.9
710,2014-06-01,22.2
711,2014-06-01,6.1
712,2014-06-01,26.1
713,2014-06-01,8.9
714,2014-06-01,25.6
715,2014-06-01,6.7
716,2014-06-01,27.2
717,2014-06-01,7.2
718,2014-06-01,32.8
719,2014-06-01,17.2
720,2014-06-01,16.7
721,2014-06-01,8.9
722,2014-06-01,31.7
723,2014-06-01,14.4
724,2014-06-01,28.9
725,2014-06-01,3.9
726,2014-06-01,38.9
727,2014-06-01,17.2
728,2014-06-01,21.1
729,2014-06-01,9.4
730,2014-06-01,33.3
731,2014-06-01,15.0
732,2014-06-01,31.7
733,2014-06-01,6.1
734,2014-06-01,32.8
735,2014-06-01,12.2
736,2014-06-01,24.4
737,2014-06-01,11.1
738,2014-06-01,22.2
739,2014-06-01,8.9
740,2014-06-01,26.1
741,2014-06-01,8.9
742,2014-06-01,39.4
743,2014-06-01,25.0
744,2014-06-01,35.0
745,2014-06-01,13.9
746,2014-06-01,41.1
747,2014-06-01,25.6
748,2014-06-01,29.4
749,2014-06-01,11.7
750,2014-06-01,22.8
751,2014-06-01,1.7
752,2014-06-01,33.3
753,2014-06-01,15.0
754,2014-06-01,36.1
755,2014-06-01,13.9
756,2014-06-01,26.7
757,2014-06-01,16.1
758,2014-06-01,24.4
759,2014-06-01,7.8
760,2014-06-01,31.7
761,2014-06-01,15.6
762,2014-06-01,27.8
763,2014-06-01,8.3
764,2014-06-01,31.1
765,2014-06-01,11.7
766,2014-06-01,25.6
767,2014-06-01,7.2
768,2014-06-01,24.4
769,2014-06-01,10.0
770,2014-06-01,24.4
771,2014-06-01,6.1
772,2014-06-01,33.3
773,2014-06-01,12.2
774,2014-06-01,33.9
775,2014-06-01,12.8
776,2014-06-01,32.8
777,2014-06-01,11.1
778,2014-06-01,18.3
779,2014-06-01,2.2
780,2014-06-01,33.9
781,2014-06-01,9.4
782,2014-06-01,20.0
783,2014-06-01,10.6
784,2014-06-01,28.3
785,2014-06-01,5.0
786,2014-06-01,30.6
787,2014-06-01,15.0
788,2014-06-01,29.4
789,2014-06-01,9.4
790,2014-06-01,32.8
791,2014-06-01,12.8
792,2014-06-01,19.4
793,2014-06-01,1.1
794,2014-06-01,30.0
795,2014-06-01,11.1
796,2014-06-01,27.2
797,2014-06-01,5.6
798,2014-06-01,40.6
799,2014-06-01,17.8
800,2014-06-01,32.2
801,2014-06-01,11.1
802,2014-06-01,34.4
803,2014-06-01,18.3
804,2014-06-01,15.6
805,2014-06-01,8.3
806,2014-06-01,17.2
807,2014-06-01,9.4
808,2014-06-01,32.2
809,2014-06-01,16.7
810,2014-06-01,21.1
811,2014-06-01,11.7
812,2014-06-01,24.4
813,2014-06-01,13.9
814,2014-06-01,23.3
815,2014-06-01,15.6
816,2014-06-01,25.0
817,2014-06-01,13.3
818,2014-06-01,26.1
819,2014-06-01,8.3
820,2014-06-01,25.0
821,2014-06-01,12.8
822,2014-06-01,21.1
823,2014-06-01,10.0
824,2014-06-01,26.7
825,2014-06-01,12.2
826,2014-06-01,25.6
827,2014-06-01,10.0
828,2014-06-01,23.9
829,2014-06-01,15.0
830,2014-06-01,35.0
831,2014-06-01,11.1
832,2014-06-01,34.4
833,2014-06-01,15.0
834,2014-06-01,37.2
835,2014-06-01,13.3
836,2014-06-01,30.6
837,2014-06-01,14.4
838,2014-06-01,21.7
839,2014-06-01,16.1
840,2014-06-01,31.7
841,2014-06-01,13.9
842,2014-06-01,20.0
843,2014-06-01,11.7
844,2014-06-01,19.4
845,2014-06-01,15.6
846,2014-06-01,39.4
847,2014-06-01,26.1
848,2014-06-01,31.7
849,2014-06-01,8.3
850,2014-06-01,30.0
851,2014-06-01,11.7
852,2014-06-01,31.1
853,2014-06-01,10.6
854,2014-06-01,33.3
855,2014-06-01,11.7
856,2014-06-01,22.2
857,2014-06-01,11.7
858,2014-06-01,26.7
859,2014-06-01,4.4
860,2014-06-01,32.8
861,2014-06-01,13.9
862,2014-06-01,41.1
863,2014-06-01,21.1
864,2014-06-01,23.3
865,2014-06-01,9.4
866,2014-06-01,25.6
867,2014-06-01,13.9
868,2014-06-01,27.8
869,2014-06-01,15.0
870,2014-06-01,41.7
871,2014-06-01,20.0
872,2014-06-01,31.7
873,2014-06-01,15.0
874,2014-06-01,30.6
875,2014-06-01,6.1
876,2014-06-01,35.0
877,2014-06-01,13.9
878,2014-06-01,25.6
879,2014-06-01,9.4
880,2014-06-01,30.0
881,2014-06-01,6.7
882,2014-06-01,23.9
883,2014-06-01,0.6
884,2014-06-01,30.0
885,2014-06-01,5.6
886,2014-06-01,30.0
887,2014-06-01,11.1
888,2014-06-01,26.1
889,2014-06-01,2.8
890,2014-06-01,26.1
891,2014-06-01,13.3
892,2014-06-01,31.7
893,2014-06-01,17.2
894,2014-06-01,32.2
895,2014-06-01,13.3
896,2014-06-01,28.9
897,2014-06-01,10.6
898,2014-06-01,33.3
899,2014-06-01,14.4
900,2014-06-01,30.0
901,2014-06-01,10.0
902,2014-06-01,18.9
903,2014-06-01,8.9
904,2014-06-01,32.8
905,2014-06-01,9.4
906,2014-06-01,13.3
907,2014-06-01,10.6
908,2014-06-01,35.0
909,2014-06-01,15.6
910,2014-06-01,28.9
911,2014-06-01,14.4
912,2014-06-01,33.3
913,2014-06-01,12.8
914,2014-06-01,21.1
915,2014-06-01,10.0
916,2014-06-01,26.1
917,2014-06-01,9.4
918,2014-06-01,27.8
919,2014-06-01,15.6
920,2014-06-01,25.6
921,2014-06-01,12.8
922,2014-06-01,22.8
923,2014-06-01,11.1
924,2014-06-01,28.3
925,2014-06-01,6.7
926,2014-06-01,33.9
927,2014-06-01,8.9
928,2014-06-01,19.4
929,2014-06-01,11.1
930,2014-06-01,33.3
931,2014-06-01,10.6
932,2014-06-01,31.7
933,2014-06-01,15.6
934,2014-06-01,25.6
935,2014-06-01,12.8
936,2014-06-01,27.8
937,2014-06-01,8.9
938,2014-06-01,28.3
939,2014-06-01,7.2
940,2014-06-01,21.7
941,2014-06-01,6.1
942,2014-06-01,31.1
943,2014-06-01,8.9
944,2014-06-01,23.3
945,2014-06-01,6.1
946,2014-06-01,25.6
947,2014-06-01,3.3
948,2014-06-01,28.3
949,2014-06-01,10.6
950,2014-06-01,21.1
951,2014-06-01,0.6
952,2014-06-01,18.9
953,2014-06-01,0.6
954,2014-06-01,33.3
955,2014-06-01,12.8
956,2014-06-01,29.4
957,2014-06-01,10.0
958,2014-06-01,32.8
959,2014-06-01,13.3
960,2014-06-01,31.7
961,2014-06-01,7.8
962,2014-06-01,36.1
963,2014-06-01,18.3
964,2014-06-01,22.8
965,2014-06-01,-3.9
966,2014-06-01,25.6
967,2014-06-01,3.3
968,2014-06-01,-1.1
969,2014-06-01,32.2
970,2014-06-01,13.3
971,2014-06-01,37.2
972,2014-06-01,20.6
973,2014-06-01,39.4
974,2014-06-01,20.6
975,2014-06-01,20.0
976,2014-06-01,4.4
977,2014-06-01,23.3
978,2014-06-01,14.4
979,2014-06-01,23.9
980,2014-06-01,4.4
981,2014-06-01,32.8
982,2014-06-01,13.9
983,2014-06-01,24.4
984,2014-06-01,1.1
985,2014-06-01,30.0
986,2014-06-01,13.9
987,2014-06-01,25.0
988,2014-06-01,14.4
989,2014-06-01,32.8
990,2014-06-01,14.4
991,2014-06-01,17.8
992,2014-06-01,10.6
993,2014-06-01,32.2
994,2014-06-01,6.1
995,2014-06-01,32.8
996,2014-06-01,14.4
997,2014-06-01,32.2
998,2014-06-01,13.3
999,2014-06-01,30.6
1000,2015-06-01,29.4
1001,2015-06-01,26.8
1002,2015-06-01,28.9
1003,2015-06-01,27.8
1004,2015-06-01,28.9
1005,2015-06-01,25.6
1006,2015-06-01,30.6
1007,2015-06-01,25.6
1008,2015-06-01,31.1
1009,2015-06-01,25.6
1010,2015-06-01,28.3
1011,2015-06-01,18.9
1012,2015-06-01,27.8
1013,2015-06-01,20.0
1014,2015-06-01,28.9
1015,2015-06-01,20.6
1016,2015-06-01,30.6
1017,2015-06-01,22.2
1018,2015-06-01,32.2
1019,2015-06-01,21.1
1020,2015-06-01,32.8
1021,2015-06-01,26.1
1022,2015-06-01,32.2
1023,2015-06-01,22.2
1024,2015-06-01,30.0
1025,2015-06-01,25.6
1026,2015-06-01,31.1
1027,2015-06-01,22.8
1028,2015-06-01,32.2
1029,2015-06-01,24.4
1030,2015-06-01,30.6
1031,2015-06-01,23.9
1032,2015-06-01,31.1
1033,2015-06-01,23.9
1034,2015-06-01,30.0
1035,2015-06-01,23.3
1036,2015-06-01,26.7
1037,2015-06-01,18.3
1038,2015-06-01,30.6
1039,2015-06-01,26.1
1040,2015-06-01,28.9
1041,2015-06-01,22.2
1042,2015-06-01,31.1
1043,2015-06-01,22.2
1044,2015-06-01,32.8
1045,2015-06-01,19.4
1046,2015-06-01,33.9
1047,2015-06-01,19.4
1048,2015-06-01,32.2
1049,2015-06-01,24.4
1050,2015-06-01,32.8
1051,2015-06-01,25.6
1052,2015-06-01,31.7
1053,2015-06-01,25.0
1054,2015-06-01,31.7
1055,2015-06-01,26.7
1056,2015-06-01,31.7
1057,2015-06-01,25.6
1058,2015-06-01,23.3
1059,2015-06-01,5.6
1060,2015-06-01,28.9
1061,2015-06-01,19.4
1062,2015-06-01,27.8
1063,2015-06-01,16.7
1064,2015-06-01,30.6
1065,2015-06-01,17.8
1066,2015-06-01,28.9
1067,2015-06-01,17.8
1068,2015-06-01,26.1
1069,2015-06-01,17.8
